dataset,trait_slug,prior_name,single_name,best_baseline_name,no_prior_tabicl,prior_only,single_value,single_vs_own_prior_abs,single_vs_own_prior_pct,single_vs_best_baseline_pct,single_vs_no_prior_pct
cotton1245,cotton_fibmic_17_18_cotton_fibmic_17_18,GBLUP,single_gblup_two_step_ls,RKHS,0.6498665794142466,0.6513656663214047,0.6654374065779655,0.014071740256560772,2.1603441790279017,1.2896684591719823,2.3960036809022394
cotton1245,cotton_fibstr_17_18_cotton_fibstr_17_18,GBLUP,single_gblup_two_step_ls,RKHS,0.7496156340395872,0.75663986843148,0.7708616797142263,0.014221811282746244,1.8796010990311893,1.571119764330154,2.8342586133305026
rice529,grain_length,GBLUP,single_gblup_two_step_ls,BayesB,0.7154050914085086,0.7196962389648875,0.7305586003797934,0.010862361414905819,1.5092980658796762,-1.4190190497957995,2.1181718096875892
rice529,grain_thickness,GBLUP,single_gblup_two_step_ls,BayesB,0.6861027709294649,0.7063673548582606,0.7097222675143,0.003354912656039377,0.4749529593864898,-0.16525939130002662,3.442559567692418
rice529,grain_weight,GBLUP,single_gblup_two_step_ls,BayesB,0.5741059483379454,0.5553552985858479,0.5804446063867748,0.025089307800926886,4.517703867202508,3.30323828848885,1.104092035133932
rice529,grain_width,GBLUP,single_gblup_two_step_ls,BayesB,0.8165831120803615,0.8275337207776243,0.8296927935371604,0.002159072759536085,0.2609045051973505,-0.7753048830782516,1.605431371633457
rice529,heading_date,GBLUP,single_gblup_two_step_ls,RKHS,0.7381564216247558,0.7230055622919063,0.7473570896938824,0.024351527401976103,3.368096826915478,0.12677008166944542,1.2464388034280016
rice529,num_effective_panicles,GBLUP,single_gblup_two_step_ls,RKHS,0.6399021564460021,0.6534216840396352,0.6598200113663428,0.006398327326707642,0.9792033969781042,-0.5076521634176685,3.1126406935341318
rice529,num_panicles,GBLUP,single_gblup_two_step_ls,RKHS,0.6311361703688034,0.6533497695210596,0.6564066680929512,0.0030568985718916197,0.46788086787456745,-1.0408162556347453,4.003969176632837
rice529,plant_height,GBLUP,single_gblup_two_step_ls,GBLUP,0.8463736048670054,0.8426889477000238,0.8535529266449293,0.010863978944905539,1.2892039197330074,1.2892039197330074,0.8482449992107242
rice529,spikelet_length,GBLUP,single_gblup_two_step_ls,RKHS,0.6021001362645443,0.6237070469262551,0.6315137520987355,0.007806705172480388,1.2516621723216517,-0.045590533289273566,4.885170100886305
rice529,yield,GBLUP,single_gblup_two_step_ls,RKHS,0.4773761800574265,0.5147652138950077,0.515953449825975,0.0011882359309672852,0.23083065811234857,-3.1420201443822444,8.081104877061069
soybean951,bbd_beijing_2013_bbd_beijing_2013,GBLUP,single_gblup_two_step_ls,BayesB,0.7906833674729926,0.8110292283597659,0.812765700151264,0.001736471791498162,0.21410717774130297,-0.9996603625545096,2.7928161368622297
