dataset,trait_slug,no_prior_tabicl,no_prior_tabicl_r2,BayesB,BayesB_r2,GBLUP,GBLUP_r2,RKHS,RKHS_r2,only_single_bayesb,only_single_bayesb_r2,single_bayesb_two_step_clip,single_bayesb_two_step_clip_r2,single_bayesb_two_step_ls,single_bayesb_two_step_ls_r2,single_bayesb_all_ls,single_bayesb_all_ls_r2,only_single_gblup,only_single_gblup_r2,single_gblup_two_step_clip,single_gblup_two_step_clip_r2,single_gblup_two_step_ls,single_gblup_two_step_ls_r2,single_gblup_all_ls,single_gblup_all_ls_r2,only_single_rkhs,only_single_rkhs_r2,single_rkhs_two_step_clip,single_rkhs_two_step_clip_r2,single_rkhs_two_step_ls,single_rkhs_two_step_ls_r2,single_rkhs_all_ls,single_rkhs_all_ls_r2,only_dual,only_dual_r2,dual_two_step_clip,dual_two_step_clip_r2,dual_two_step_ls,dual_two_step_ls_r2,dual_all_ls,dual_all_ls_r2,only_triple,only_triple_r2,triple_two_step_clip,triple_two_step_clip_r2,triple_two_step_ls,triple_two_step_ls_r2,triple_all_ls,triple_all_ls_r2
soybean951,fa16c_beijing_2013_fa16c_beijing_2013,0.5406302807883601,0.2723648905754089,0.601143561174883,0.34876471757888794,0.5956350069541758,0.3411384463310242,0.6058627412984846,0.35466996431350706,0.601143561174883,0.34876471757888794,0.5922651874136835,0.34126933813095095,0.5992678207931227,0.34907032251358033,0.5992678207931227,0.34907032251358033,0.5956350069541758,0.3411384463310242,0.5893455845942952,0.3375038981437683,0.594591547501286,0.34324572086334226,0.594591547501286,0.34324572086334226,0.6058627412984846,0.35466996431350706,0.5916083128571374,0.34078456163406373,0.6013769477828748,0.35146183967590333,0.6013769477828748,0.35146183967590333,0.601143561174883,0.34876471757888794,0.5922651874136835,0.34126933813095095,0.5992678207931227,0.34907032251358033,0.5992678207931227,0.34907032251358033,0.6065562433248142,0.35546752214431765,0.5911643920252052,0.34026800394058226,0.6018948351949448,0.35206080675125123,0.6021535771369261,0.35237988233566286
soybean951,fa18c_beijing_2013_fa18c_beijing_2013,0.7692943661886587,0.5826126575469971,0.7986820730391638,0.6213426113128662,0.798129877398737,0.6215887188911438,0.7982306158341641,0.6223837256431579,0.7986820730391638,0.6213426113128662,0.7973341751940357,0.6219015717506409,0.8009584199514194,0.6257222056388855,0.8009584199514194,0.6257222056388855,0.798129877398737,0.6215887188911438,0.7976610019129644,0.6226878046989441,0.8006839346383149,0.6261088252067566,0.8006839346383149,0.6261088252067566,0.7982306158341641,0.6223837256431579,0.7952415599685048,0.6195138692855835,0.7992557270776462,0.6245410084724426,0.7992557270776462,0.6245410084724426,0.7986820730391638,0.6213426113128662,0.7973341751940357,0.6219015717506409,0.8009584199514194,0.6257222056388855,0.8009584199514194,0.6257222056388855,0.7986820730391638,0.6213426113128662,0.7973341751940357,0.6219015717506409,0.8009584199514194,0.6257222056388855,0.8009584199514194,0.6257222056388855
soybean951,fac_beijing_2013_fac_beijing_2013,0.6023645096710668,0.3509759187698364,0.6362062997711785,0.3972777485847473,0.6389046301316409,0.40036951303482055,0.6475880541147304,0.41138569116592405,0.6362062997711785,0.3972777485847473,0.6391900126023357,0.4015741586685181,0.6425901034773094,0.4053522229194641,0.6425901034773094,0.4053522229194641,0.6389046301316409,0.40036951303482055,0.6407755673350716,0.40336333513259887,0.6445366668206871,0.4074459671974182,0.6445366668206871,0.4074459671974182,0.6475880541147304,0.41138569116592405,0.6439051010607211,0.40743952989578247,0.6498799118848132,0.4141181230545044,0.6498799118848132,0.4141181230545044,0.6389046301316409,0.40036951303482055,0.6407755673350716,0.40336333513259887,0.6445366668206871,0.4074459671974182,0.6445366668206871,0.4074459671974182,0.6475880541147304,0.41138569116592405,0.6439051010607211,0.40743952989578247,0.6498799118848132,0.4141181230545044,0.6498799118848132,0.4141181230545044
soybean951,hsw_beijing_2013_hsw_beijing_2013,0.7405487566995206,0.5405416250228882,0.7703982629287989,0.5844666361808777,0.7710934466422215,0.5859617829322815,0.7697985682741477,0.5783705711364746,0.7703982629287989,0.5844666361808777,0.776648253188045,0.5912168145179748,0.7782887634473136,0.5943386197090149,0.7782887634473136,0.5943386197090149,0.7710934466422215,0.5859617829322815,0.7783101410107063,0.5947109222412109,0.7799149222112899,0.5979240775108338,0.7799149222112899,0.5979240775108338,0.7697985682741477,0.5783705711364746,0.7728387210304649,0.5822258830070496,0.7750792554746662,0.5848538041114807,0.7750792554746662,0.5848538041114807,0.7712564408167878,0.5861112833023071,0.7777053458515759,0.5932878017425537,0.7793341415792432,0.5965034365653992,0.7799149222112899,0.5979240775108338,0.7745383324967495,0.5901895523071289,0.7777515901600249,0.5923569798469543,0.7803307055119622,0.5968324422836304,0.7799745056229618,0.5979412794113159
soybean951,ll_beijing_2013_ll_beijing_2013,0.35077710725803424,0.06577177047729492,0.40318510067683855,0.14821451902389526,0.40156230436701373,0.14629487991333007,0.3989905430610325,0.14575198888778687,0.40318510067683855,0.14821451902389526,0.40324132960747566,0.15184904336929322,0.4115945261087951,0.15885679721832274,0.4115945261087951,0.15885679721832274,0.40156230436701373,0.14629487991333007,0.4026982963012621,0.1518410325050354,0.4107518571710136,0.15808711051940919,0.4107518571710136,0.15808711051940919,0.3989905430610325,0.14575198888778687,0.3974316204375169,0.14744205474853517,0.40672765795544724,0.15520499944686889,0.40672765795544724,0.15520499944686889,0.40212664660391145,0.14686961174011232,0.4029609187388569,0.15200005769729613,0.4110358324187441,0.15834274291992187,0.4107518571710136,0.15808711051940919,0.4017776777803451,0.1478469729423523,0.3997225901791629,0.14945636987686156,0.4088193876442725,0.15686922073364257,0.40975000739698686,0.15755175352096557
soybean951,lw_beijing_2013_lw_beijing_2013,0.5017393084607698,0.2359479308128357,0.5470655817574893,0.2919618606567383,0.5259177969093123,0.2715169072151184,0.5318117511192463,0.27749043703079224,0.5470655817574893,0.2919618606567383,0.5507384846557748,0.3010398030281067,0.5561485812076794,0.3055286884307861,0.5561485812076794,0.3055286884307861,0.5259177969093123,0.2715169072151184,0.5366683346437983,0.2864984631538391,0.5399268860500864,0.2891055941581726,0.5399268860500864,0.2891055941581726,0.5318117511192463,0.27749043703079224,0.5362073230957807,0.2866703748703003,0.5401224344143445,0.2899679183959961,0.5401224344143445,0.2899679183959961,0.5470655817574893,0.2919618606567383,0.5507384846557748,0.3010398030281067,0.5561485812076794,0.3055286884307861,0.5561485812076794,0.3055286884307861,0.5470655817574893,0.2919618606567383,0.5507384846557748,0.3010398030281067,0.5561485812076794,0.3055286884307861,0.5561485812076794,0.3055286884307861
soybean951,md_beijing_2013_md_beijing_2013,0.6152061500093498,0.3638092875480652,0.668269458134134,0.4415898323059082,0.6597992370888317,0.4311155200004578,0.6729233112263855,0.44852715730667114,0.668269458134134,0.4415898323059082,0.6630207914391054,0.43549649715423583,0.6713355455414851,0.4465328097343445,0.6713355455414851,0.4465328097343445,0.6597992370888317,0.4311155200004578,0.6565814003676518,0.4271733045578003,0.6638589656374012,0.43710013628005984,0.6638589656374012,0.43710013628005984,0.6729233112263855,0.44852715730667114,0.6577026028915592,0.4291908383369446,0.6693350662896217,0.444328761100769,0.6693350662896217,0.444328761100769,0.668269458134134,0.4415898323059082,0.6630207914391054,0.43549649715423583,0.6713355455414851,0.4465328097343445,0.6713355455414851,0.4465328097343445,0.6695743760726144,0.44361854791641236,0.6630750741667775,0.43564667701721194,0.6719087934082759,0.4473876476287842,0.6713355455414851,0.4465328097343445
soybean951,plh_beijing_2013_plh_beijing_2013,0.7032892022494912,0.48238089084625246,0.7616884118454353,0.5738863587379456,0.7424525521258256,0.5452815055847168,0.743359546978439,0.5453991532325745,0.7616884118454353,0.5738863587379456,0.7545376143577653,0.5616669893264771,0.7637000875950755,0.5767847061157226,0.7637000875950755,0.5767847061157226,0.7424525521258256,0.5452815055847168,0.7379737383295757,0.5363580465316773,0.7437787917562455,0.5460097312927246,0.7437787917562455,0.5460097312927246,0.743359546978439,0.5453991532325745,0.7347423668582745,0.5313068509101868,0.7423699135728324,0.543077290058136,0.7423699135728324,0.543077290058136,0.7616884118454353,0.5738863587379456,0.7545376143577653,0.5616669893264771,0.7637000875950755,0.5767847061157226,0.7637000875950755,0.5767847061157226,0.762206820824406,0.5748774528503418,0.7543495695743678,0.5613637924194336,0.7637812975526741,0.5769243121147156,0.7637000875950755,0.5767847061157226
soybean951,prt_beijing_2013_prt_beijing_2013,0.2025014763817338,-0.06168376207351685,0.2857182011948287,0.07577770948410034,0.28168693779952647,0.07295061349868774,0.302407996825868,0.08250277042388916,0.2857182011948287,0.07577770948410034,0.2672667706438645,0.05880626440048218,0.29009996109043923,0.07778415679931641,0.29009996109043923,0.07778415679931641,0.28168693779952647,0.07295061349868774,0.26217130839478553,0.058427727222442626,0.28825385641920837,0.07657264471054077,0.28825385641920837,0.07657264471054077,0.302407996825868,0.08250277042388916,0.27082634759323587,0.05877394676208496,0.30300634376976765,0.08289597034454346,0.30300634376976765,0.08289597034454346,0.28168693779952647,0.07295061349868774,0.26217130839478553,0.058427727222442626,0.28825385641920837,0.07657264471054077,0.28825385641920837,0.07657264471054077,0.2987037237411177,0.08120684623718262,0.2693943045575697,0.05986777544021606,0.30013774784242303,0.0820806622505188,0.2964949395914123,0.08052176237106323
soybean951,sl_beijing_2013_sl_beijing_2013,0.5047546495643478,0.24177054166793824,0.5435888944954006,0.28556729555130006,0.5404541281904967,0.2807591438293457,0.5554622127077014,0.3015188932418823,0.5435888944954006,0.28556729555130006,0.5542696753245187,0.3010125637054443,0.5546874517273773,0.3014326453208923,0.5546874517273773,0.3014326453208923,0.5404541281904967,0.2807591438293457,0.5526800090483442,0.29936057329177856,0.5521150669928786,0.29879461526870726,0.5521150669928786,0.29879461526870726,0.5554622127077014,0.3015188932418823,0.5556689426849489,0.3029501557350159,0.5566049693457052,0.3038694143295288,0.5566049693457052,0.3038694143295288,0.5435888944954006,0.28556729555130006,0.5542696753245187,0.3010125637054443,0.5546874517273773,0.3014326453208923,0.5546874517273773,0.3014326453208923,0.5559368804390707,0.30178290605545044,0.5568933724612268,0.3041631460189819,0.5578232908069687,0.30508352518081666,0.5574229379464464,0.304586923122406
soybean951,st_beijing_2013_st_beijing_2013,0.6844935257463683,0.4526525497436523,0.7320967785472245,0.5243411898612976,0.7322396944452573,0.5260837554931641,0.7274483701475686,0.5132412314414978,0.7320967785472245,0.5243411898612976,0.7315957299725602,0.5213943481445312,0.7364736355992542,0.529336667060852,0.7364736355992542,0.529336667060852,0.7322396944452573,0.5260837554931641,0.7324607336615075,0.5240009307861329,0.7367277884844305,0.5313584804534912,0.7367277884844305,0.5313584804534912,0.7274483701475686,0.5132412314414978,0.7250604879074489,0.5099164962768554,0.7305719771502135,0.5170807719230652,0.7305719771502135,0.5170807719230652,0.7325085050639623,0.5258606910705567,0.7321669527132113,0.522954785823822,0.7368198624734941,0.5307860374450684,0.7368303945190042,0.5310322761535644,0.7334327548064353,0.5261991620063782,0.73086556825949,0.5204089999198913,0.7364077663065381,0.5292631983757019,0.7368785983601145,0.5308166146278381
soybean951,vbn_beijing_2013_vbn_beijing_2013,0.751709727042776,0.5528376460075378,0.7650799067546393,0.578895628452301,0.7662838423026682,0.5792956471443176,0.7713125691711441,0.5885787963867187,0.7650799067546393,0.578895628452301,0.7682651438581641,0.5821431040763855,0.7675915159390462,0.5809194684028626,0.7675915159390462,0.5809194684028626,0.7662838423026682,0.5792956471443176,0.768924003860614,0.5824222564697266,0.7681677212563,0.5811251401901245,0.7681677212563,0.5811251401901245,0.7713125691711441,0.5885787963867187,0.7699603521145171,0.5849014043807983,0.7700762730072108,0.5851033329963684,0.7700762730072108,0.5851033329963684,0.765968803455779,0.5793413996696473,0.7687959748797747,0.5825071930885315,0.7680169984754794,0.5811433076858521,0.7679853089331534,0.5811365008354187,0.7712432709203074,0.5884737253189087,0.7701032921519777,0.5851465225219726,0.7700892056877212,0.5851219415664672,0.7699434558058368,0.5848765730857849
wheat406,ph_e1,0.8035032262949047,0.6329634666442872,0.8135824369230313,0.6493195056915283,0.8063482624647111,0.6396061539649963,0.8135012520875049,0.6317829132080078,0.8135824369230313,0.6493195056915283,0.8233873260326655,0.6669118165969848,0.8236600927392965,0.6671569347381592,0.8236600927392965,0.6671569347381592,0.8063482624647111,0.6396061539649963,0.8213765918924901,0.6645643472671509,0.821145449809754,0.6641664743423462,0.821145449809754,0.6641664743423462,0.8135012520875049,0.6317829132080078,0.8211606739431238,0.6596443772315979,0.8195693815638444,0.6587190151214599,0.8195693815638444,0.6587190151214599,0.8088259528776611,0.6438786745071411,0.8221411750333246,0.6657400012016297,0.8220284927616482,0.6655078291893005,0.821145449809754,0.6641664743423462,0.8104457311546035,0.6461701989173889,0.8225261891553577,0.6661018252372741,0.8224771687802332,0.6659364461898803,0.8216086575586393,0.6648417115211487
wheat406,ph_e2,0.7659802533795514,0.5783915877342224,0.7801366585180576,0.6027313828468323,0.7763961168498922,0.5960266709327697,0.778819028416873,0.590769362449646,0.7801366585180576,0.6027313828468323,0.7895035805023096,0.6196774959564209,0.7888158232594249,0.6187977075576783,0.7888158232594249,0.6187977075576783,0.7763961168498922,0.5960266709327697,0.786771076368044,0.6152773976325989,0.7847308066684393,0.6122080206871032,0.7847308066684393,0.6122080206871032,0.778819028416873,0.590769362449646,0.7852744512042836,0.61238933801651,0.7835003153674142,0.6105152130126953,0.7835003153674142,0.6105152130126953,0.7801366585180576,0.6027313828468323,0.7895035805023096,0.6196774959564209,0.7888158232594249,0.6187977075576783,0.7888158232594249,0.6187977075576783,0.7810871158215479,0.6038572669029236,0.7894161136714112,0.6195666790008545,0.7888466137759421,0.618841016292572,0.7888158232594249,0.6187977075576783
wheat406,ph_e3,0.8328648432455864,0.6876611113548279,0.8484937473839054,0.7124822258949279,0.8447012058692742,0.7078256845474243,0.8390647390050802,0.6814331173896789,0.8484937473839054,0.7124822258949279,0.8546941868217761,0.7230989098548889,0.8555697001554938,0.7242220997810364,0.8555697001554938,0.7242220997810364,0.8447012058692742,0.7078256845474243,0.8531896588641457,0.7210807085037232,0.8537061380910373,0.7218275427818298,0.8537061380910373,0.7218275427818298,0.8390647390050802,0.6814331173896789,0.8481206140840065,0.708378529548645,0.8486141518196394,0.70838782787323,0.8486141518196394,0.70838782787323,0.8473915697376301,0.7116030216217041,0.8540398638500802,0.7223161578178405,0.8550009396461051,0.7236400604248047,0.8544655498205564,0.7229323625564575,0.8471011056842386,0.7087156534194946,0.8532505208681188,0.7200169205665589,0.8541493338664935,0.7209604024887085,0.8540083158743256,0.7214933395385742
wheat406,pl_e1,0.8581483463716699,0.7323983311653137,0.8433099151777892,0.7044744968414307,0.8292633469204951,0.6845157265663147,0.842948118485508,0.6846734404563903,0.8433099151777892,0.7044744968414307,0.8647498660678833,0.7418997883796692,0.8646268456438577,0.741619598865509,0.8646268456438577,0.741619598865509,0.8292633469204951,0.6845157265663147,0.8593824407300928,0.7347682595252991,0.8596903440929413,0.7352945685386658,0.8596903440929413,0.7352945685386658,0.842948118485508,0.6846734404563903,0.8633075443732661,0.73460453748703,0.8633264390493436,0.73757985830307,0.8633264390493436,0.73757985830307,0.8403374934010357,0.7010317921638489,0.8634322719929995,0.7402977347373962,0.8632838351112213,0.7400031328201294,0.861806792216791,0.7381384611129761,0.8403374934010357,0.7010317921638489,0.8634322719929995,0.7402977347373962,0.8632838351112213,0.7400031328201294,0.861806792216791,0.7381384611129761
wheat406,pl_e2,0.7185089865880742,0.5071530938148499,0.7213785182898848,0.5048188447952271,0.7186337585627103,0.49924459457397463,0.7239989328303194,0.4988338351249695,0.7213785182898848,0.5048188447952271,0.7370458811056005,0.5316214323043823,0.7372674143555863,0.5313952326774597,0.7372674143555863,0.5313952326774597,0.7186337585627103,0.49924459457397463,0.7378920864592659,0.5319795966148376,0.7377845799686021,0.5320900797843933,0.7377845799686021,0.5320900797843933,0.7239989328303194,0.4988338351249695,0.7358025914847219,0.5281966090202331,0.7354963174386052,0.5282524824142456,0.7354963174386052,0.5282524824142456,0.7213785182898848,0.5048188447952271,0.7370458811056005,0.5316214323043823,0.7372674143555863,0.5313952326774597,0.7372674143555863,0.5313952326774597,0.7249066806663407,0.5088279604911804,0.7374409475755066,0.5321245193481445,0.7379921540938941,0.5320850849151612,0.7378175556012424,0.5319492816925049
wheat406,pl_e3,0.7992423215328194,0.6284393906593323,0.8121783474113368,0.6481257915496826,0.8052386558427378,0.641851258277893,0.8082385423318982,0.6243907570838928,0.8121783474113368,0.6481257915496826,0.819453971840564,0.6607718944549561,0.8203163981766313,0.6618984580039978,0.8203163981766313,0.6618984580039978,0.8052386558427378,0.641851258277893,0.817488380418177,0.6598715901374816,0.8173847612321353,0.6596861243247986,0.8173847612321353,0.6596861243247986,0.8082385423318982,0.6243907570838928,0.8164588718382941,0.6507295131683349,0.8160943801942601,0.650597095489502,0.8160943801942601,0.650597095489502,0.8115466569668144,0.6481264233589172,0.8191664463434231,0.6607253432273865,0.820084493655863,0.6619884610176087,0.8194608479273302,0.661731505393982,0.8132408512464316,0.6483165144920349,0.8194220359239676,0.6601898550987244,0.8202889853833224,0.6612279772758484,0.8194608479273302,0.661731505393982
wheat406,sl_e1,0.45097658881842867,0.17557364702224731,0.45394045930602756,0.19691523313522338,0.4487348730308792,0.1938624382019043,0.4596038136626806,0.1964524507522583,0.45394045930602756,0.19691523313522338,0.4751284195555285,0.21788769960403442,0.4765675959949215,0.21943892240524293,0.4765675959949215,0.21943892240524293,0.4487348730308792,0.1938624382019043,0.47358855830400276,0.21696648597717286,0.47428506605287335,0.2179858684539795,0.47428506605287335,0.2179858684539795,0.4596038136626806,0.1964524507522583,0.47417375523533567,0.21717445850372313,0.4766347086230006,0.21854714155197144,0.4766347086230006,0.21854714155197144,0.4513033009043689,0.19554274082183837,0.4740693460473727,0.21711583137512208,0.4753753208397738,0.21874148845672609,0.4759912598043553,0.21912366151809692,0.4590473143743621,0.2000887870788574,0.47473828391035144,0.21812551021575927,0.47720644680379304,0.2199410080909729,0.47730715478593017,0.21960874795913696
wheat406,sl_e2,0.3700577667693672,0.08860660791397094,0.4158682835930846,0.15710921287536622,0.41006849769608744,0.15014173984527587,0.43671647198704866,0.17381194829940796,0.4158682835930846,0.15710921287536622,0.4171390163610556,0.16076524257659913,0.42405177946249706,0.1661326766014099,0.42405177946249706,0.1661326766014099,0.41006849769608744,0.15014173984527587,0.4135731798757882,0.15663083791732788,0.41912830199048967,0.16046289205551148,0.41912830199048967,0.16046289205551148,0.43671647198704866,0.17381194829940796,0.4192276180850484,0.165946364402771,0.4381478551549217,0.17722846269607545,0.4381478551549217,0.17722846269607545,0.4142946497047193,0.15526859760284423,0.41570080905315143,0.15918804407119752,0.4226177273697139,0.16451687812805177,0.42368398146465935,0.16572210788726807,0.43671647198704866,0.17381194829940796,0.4192276180850484,0.165946364402771,0.4381478551549217,0.17722846269607545,0.4381478551549217,0.17722846269607545
wheat406,sl_e3,0.6171362358585945,0.36979448795318604,0.6506261195035332,0.41523089408874514,0.6343767891391229,0.3984851598739624,0.6431907613237863,0.3968863844871521,0.6506261195035332,0.41523089408874514,0.6599521122086276,0.42329949140548706,0.6604791504324482,0.4240028738975525,0.6604791504324482,0.4240028738975525,0.6343767891391229,0.3984851598739624,0.651624096771141,0.4156976580619812,0.6512801011682542,0.41607102155685427,0.6512801011682542,0.41607102155685427,0.6431907613237863,0.3968863844871521,0.6480018730850663,0.4064342021942139,0.6510078322297088,0.4079959154129028,0.6510078322297088,0.4079959154129028,0.6445708886037433,0.4101948142051697,0.6563180412849262,0.4205441951751709,0.6567929798379875,0.42206239700317383,0.6570690248706738,0.4223369598388672,0.6511425710094414,0.41319559812545775,0.6559957144233612,0.4176879286766052,0.6580563200589686,0.42001298666000364,0.6582793456446009,0.42027887105941775
